country_name,channel_name,fiscal_year,constant_amount
Ukraine,European Bank for Reconstruction and Development,2018,19000000
Ukraine,European Bank for Reconstruction and Development,2017,19411524
Ukraine,European Bank for Reconstruction and Development,2016,19762846
Ukraine,European Bank for Reconstruction and Development,2017,19411524
Ukraine,European Bank for Reconstruction and Development,2018,19000000
Yemen,NGO - International Redacted,2019,18621974
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,1996,28618768
World,U.S. Government - Other,1980,50491629
World,U.S. Government - Department of Energy,2013,20578360
World,U.S. Government - Department of State,1994,29775897
Middle East Region,U.S. Government - Department of State,2006,23298590
Middle East Region,U.S. Government - Department of State,2006,23298590
Namibia,U.S. Government - Department of Health and Human Services,2015,19941388
Micronesia (Federated States),Government of Micronesia (Federated States),2008,22217170
Micronesia (Federated States),Government of Micronesia (Federated States),2008,22217170
Indonesia,U.S. Government - Department of Agriculture,2002,25829815
Iraq,"Innovative Technical Solutions, Inc",2005,24037804
World,U.S. Government - Department of State,2009,21958604
Iraq,U.S. Government - U.S. Agency for International Development,2004,24767240
Iran,U.S. Government - Other,1968,108514286
Morocco,U.S. Government - Millennium Challenge Corporation,2013,20567411
World,World Health Organisation,2009,21955147
World,World Health Organisation,2009,21955147
Iraq,Gulf Supplies & Commercial Services Company,2005,24030366
Poland,U.S. Government - Department of Defense,2013,20566019
Poland,U.S. Government - Department of Defense,2013,20566019
Yemen,U.S. Government - Department of Defense,2013,20566019
Yemen,U.S. Government - Department of Defense,2013,20566019
World,International Atomic Energy Agency - Technical Cooperation Fund,2015,19931743
World,International Atomic Energy Agency - Technical Cooperation Fund,2015,19931743
Liberia,FHI 360,2014,20168079
Brazil,U.S. Government - Other,1962,123166775
Iraq,Creative Associates International,2012,20928722
Iraq,"MID Contracting, LLC",2007,22647726
Syria,Multilateral - United Nations Organization Redacted,2016,19731169
Bangladesh,U.S. Government - Other,1985,38412313
South Africa,U.S. Government - Department of Health and Human Services,2005,24000645
World,International AIDS Vaccine Initiative,2018,18965000
Middle East and North Africa Region,U.S. Government - Other,1984,39679849
World,U.S. Government - Department of Health and Human Services,2012,20913457
Dominican Republic,International Executive Service Corps,2015,19891522
Iraq,U.S. Government - U.S. Agency for International Development,2004,24703186
Philippines,U.S. Government - Other,1964,119949335
Afghanistan,"Chemonics International, Inc.",2012,20887663
Iraq,Eurest Support Services,2005,23963537
World,United Nations Office of the United Nations High Commissioner for Refugees,2009,21886923
Indonesia,U.S. Government - Department of Agriculture,2000,26762620
Iraq,Eurest Support Services,2005,23949711
World,CGIAR,2009,21879402
Ethiopia,Catholic Relief Services,2010,21686920
Ethiopia,Catholic Relief Services,2010,21686920
Somalia,International Organisation for Migration,2016,19676513
World,Enterprise - United States Other,2004,24663907
Uganda,RTI International,2014,20091385
Rwanda,U.S. Government - U.S. Agency for International Development,1996,28483055
World,U.S. Government - U.S. Agency for International Development,2010,21675628
China (P.R.C.),U.S. Government - Department of Energy,2013,20474585
Iraq,"KBR, Inc.",2006,23177864
Ukraine,European Bank for Reconstruction and Development,2009,21852406
Kenya,U.S. Government - Department of Defense,2017,19309409
Mozambique,U.S. Government - Other,1991,31748698
Hungary,U.S. Government - Department of Defense,2003,25237014
Hungary,U.S. Government - Department of Defense,2003,25237014
India,U.S. Government - Other,1965,117610454
Thailand,U.S. Government - Other,1970,98079917
Pakistan,Multilateral - United Nations Organization Redacted,2011,21240713
Iraq,U.S. Government - Department of the Army,2005,23917859
World,U.S. Government - Department of Health and Human Services,2015,19839579
Bangladesh,Cooperative for Assistance and Relief Everywhere,2001,26102929
Bangladesh,Cooperative for Assistance and Relief Everywhere,2001,26102929
World,Comprehensive Nuclear Test-Ban Treaty Organization,2004,24632238
World,Comprehensive Nuclear Test-Ban Treaty Organization,2004,24632238
Sudan,Church and Faith Based - United States Redacted,2018,18887237
West Bank/Gaza,World Food Program,2010,21652079
Egypt,URS Corporation,2003,25215268
Pakistan,American Institutes for Research,2010,21644479
Pakistan,World Food Program,2012,20824621
Pakistan,World Food Program,2012,20824621
Afghanistan,World Food Program,2011,21206563
Afghanistan,World Food Program,2011,21206563
Afghanistan,U.S. Government - Department of State,2016,19625996
Nigeria,Management Sciences for Health,2010,21629310
World,International Organisation for Migration,2006,23131405
Syria,NGO - United States Redacted,2013,20426132
Pakistan,Government of Pakistan,2016,19614088
Mozambique,"Abt Associates, Inc.",2013,20421907
World,U.S. Government - Peace Corps,2018,18855007
World,U.S. Government - Peace Corps,2018,18855007
Sri Lanka,International Executive Service Corps,2018,18854556
Haiti,U.S. Government - Department of Health and Human Services,2012,20795817
Peru,U.S. Government - Other,1984,39447583
North Macedonia,U.S. Government - U.S. Agency for International Development,1999,27205946
World,Comprehensive Nuclear Test-Ban Treaty Organization,2005,23852189
World,Comprehensive Nuclear Test-Ban Treaty Organization,2005,23852189
Bahrain,U.S. Government - Department of Defense,2005,23850924
Bahrain,U.S. Government - Department of Defense,2005,23850924
World,U.S. Government - Department of Defense,2000,26650170
Afghanistan,U.S. Government - U.S. Agency for International Development,2010,21606075
Sri Lanka,U.S. Government - Other,1985,38165249
World,Multilateral Fund for the Implementation of the Montreal Protocol,2008,22042105
World,Multilateral Fund for the Implementation of the Montreal Protocol,2008,22042105
World,U.S. Government - Department of State,2007,22492754
South Sudan,Multilateral - United Nations Organization Redacted,2018,18841297
Malawi,U.S. Government - Other,1993,30169736
Afghanistan,WorleyParsons Limited,2015,19777868
Iran,U.S. Government - Other,1969,102950820
Afghanistan,Management Sciences for Health,2006,23098932
Russia,U.S. Government - Department of Agriculture,2000,26635923
Pakistan,Education Development Center,2013,20399556
Iraq,URS Corporation,2005,23835100
Afghanistan,"Chemonics International, Inc.",2011,21156553
Bangladesh,U.S. Government - U.S. Agency for International Development,1999,27165227
Ecuador,U.S. Government - Other,1983,40784569
World,U.S. Government - Department of Energy,2012,20753394
World,U.S. Government - Department of Energy,2012,20753394
Afghanistan,"ARD, Inc.",2011,21144204
Burkina Faso,"Chemonics International, Inc.",2019,18433769
World,U.S. Government - Department of Homeland Security,2018,18803568
Russia,U.S. Government - Department of Energy,2009,21740168
Ethiopia,Catholic Relief Services,2003,25106823
Ethiopia,Catholic Relief Services,2003,25106823
Rwanda,U.S. Government - Other,1985,38076144
World,U.S. Government - Department of Homeland Security,2019,18426489
Pakistan,"Advanced Engineering Associates International, Inc.",2013,20362103
Central African Republic,World Food Program,2017,19207192
Jordan,U.S. Government - Other,1973,84914182
Serbia and Montenegro (former),U.S. Government - Other,1959,126599327
World,U.S. Government - Department of Health and Human Services,2017,19204733
World,U.S. Government - Department of Health and Human Services,2017,19204733
Mongolia,U.S. Government - Other,1993,30096077
World,United Nations Office of the United Nations High Commissioner for Refugees,2012,20730201
Kazakhstan,U.S. Government - Department of Energy,2007,22426465
Eastern Asia Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,19539214
Indonesia,U.S. Government - U.S. Agency for International Development,2000,26558258
Bangladesh,Pathfinder International,2002,25539131
Malawi,U.S. Government - Millennium Challenge Corporation,2017,19186687
Sudan (former),U.S. Government - Department of State,2009,21709466
Lebanon,U.S. Government - Other,1985,38021466
Pakistan,Government of Pakistan,2018,18769075
World,U.S. Government - U.S. Agency for International Development,2010,21506757
World,U.S. Government - Department of Health and Human Services,2011,21074818
Iraq,Parsons Corporation,2007,22383908
Egypt,American University,2010,21494899
Oceania Region,Government - Country Other,1987,36323131
Afghanistan,Consortium for Elections and Political Process Strengthening,2011,21067758
World,U.S. Government - U.S. Agency for International Development,2009,21671070
Bangladesh,U.S. Government - Other,1983,40622020
Kazakhstan,U.S. Government - Department of Energy,2012,20669547
Malawi,RTI International,2015,19666315
Zambia,Right to Care (South Africa),2019,18354696
Colombia,"ARD, Inc.",2017,19129313
Jordan,U.S. Government - Other,1994,29332393
Afghanistan,"Development Alternatives, Inc.",2018,18715311
Afghanistan,"Chemonics International, Inc.",2010,21454300
Pakistan,CDM Corporation,2012,20638613
Denmark,U.S. Government - Other,1958,127975376
World,U.S. Government - U.S. Agency for International Development,2015,19633892
World,U.S. Government - U.S. Agency for International Development,2015,19633892
Dominican Republic,U.S. Government - Other,1980,49694393
Uganda,United Nations Office of the United Nations High Commissioner for Refugees,2017,19105027
Uzbekistan,U.S. Government - Department of State,2002,25428338
Southern Asia Region,International Committee of the Red Cross,2015,19630485
World,"Social Solutions International, Inc.",2018,18694112
Ethiopia,U.S. Government - Department of Health and Human Services,2006,22922217
South Sudan,Winrock International,2016,19441432
Lesotho,Elizabeth Glaser Pediatric AIDS Foundation,2019,18318910
Iraq,Parsons Corporation,2006,22916978
World,U.S. Government - Department of State,2008,21856505
Yemen,International Organisation for Migration,2019,18315051
Netherlands Antilles (former),U.S. Government - Department of Defense,2004,24364893
Netherlands Antilles (former),U.S. Government - Department of Defense,2004,24364893
Indonesia,Education Development Center,2010,21417266
Peru,U.S. Government - Department of State,2013,20224315
South Sudan,United Nations Children's Fund,2019,18291679
World,U.S. Government - Department of Defense,2018,18660000
South Africa,BroadReach Corporation,2010,21384500
World,U.S. Government - Millennium Challenge Corporation,2017,19057572
Zambia,John Snow International,2019,18282367
Marshall Islands,Government of Marshall Islands,2020,17908942
Marshall Islands,Government of Marshall Islands,2020,17908942
Kenya,NGO - United States Redacted,2013,20191584
Eswatini,U.S. Government - Department of Health and Human Services,2013,20188656
Pakistan,Creative Associates International,2010,21368775
Uganda,U.S. Government - Department of Health and Human Services,2008,21793322
Namibia,U.S. Government - Department of Health and Human Services,2016,19381389
Philippines,U.S. Government - Department of Defense,1975,71184562
Sub-Saharan Africa Region,U.S. Government - Department of Defense,2017,19032068
Sub-Saharan Africa Region,U.S. Government - Department of Defense,2017,19032068
Afghanistan,U.S. Government - Department of State,2015,19553649
World,U.S. Government - U.S. Agency for International Development,2009,21535503
Belarus,U.S. Government - Other,1993,29823859
Iraq,Enterprise - United States Other,2005,23569982
South Africa,University of the Witwatersrand,2007,22233496
Nigeria,World Food Program,2020,17888959
World,International AIDS Vaccine Initiative,2008,21781916
Ethiopia,United Nations Children's Fund,2015,19526073
Afghanistan,U.S. Government - Other,1972,87694484
Jordan,U.S. Government - Other,1975,71073749
Mozambique,John Snow International,2010,21322939
Nigeria,U.S. Government - Other,1966,113345521
Somalia,Multilateral - United Nations Organization Redacted,2018,18600000
Latin America and Caribbean Region,International Committee of the Red Cross,2016,19346786
Latin America and Caribbean Region,United Nations Office of the United Nations High Commissioner for Refugees,2014,19762006
Yemen,U.S. Government - Other,1987,36032546
Uruguay,U.S. Government - Other,1968,106285714
Bolivia,U.S. Government - Department of Defense,1993,29775821
Tanzania,Deloitte Touche Tohmatsu Limited,2019,18223274
Sudan (former),World Food Program,2009,21491386
Sudan (former),World Food Program,2009,21491386
World,Computer Sciences Corporation,2012,20502684
Indonesia,RTI International,2007,22185310
India,U.S. Government - U.S. Agency for International Development,1993,29755484
Pakistan,CDM Corporation,2009,21483140
Botswana,U.S. Government - Department of Health and Human Services,2016,19323772
Peru,"Chemonics International, Inc.",2007,22164570
South Africa,Right to Care (South Africa),2018,18567169
Haiti,Enterprise - United States Other,2005,23492130
Iraq,International Relief and Development,2007,22158903
Cameroon,U.S. Government - Department of Health and Human Services,2016,19300136
Peru,U.S. Government - Department of State,2014,19712702
Afghanistan,U.S. Government - U.S. Agency for International Development,2014,19711432
Iraq,RTI International,2006,22746781
Romania,U.S. Government - Department of Defense,2014,19708882
Romania,U.S. Government - Department of Defense,2014,19708882
Spain,U.S. Government - Other,1967,109698403
World,United Nations Organisation,2019,18180927
World,United Nations Organisation,2019,18180927
Sub-Saharan Africa Region,International Committee of the Red Cross,2015,19473021
Sub-Saharan Africa Region,International Committee of the Red Cross,2015,19473021
Ethiopia,World Food Program,2009,21442941
Ethiopia,World Food Program,2009,21442941
Sudan (former),World Food Program,2008,21686316
Sudan (former),World Food Program,2008,21686316
Liberia,Jhpiego Corporation,2018,18541188
Georgia,U.S. Government - Department of Energy,2009,21435497
Uganda,Elizabeth Glaser Pediatric AIDS Foundation,2017,18930885
Sub-Saharan Africa Region,U.S. Government - U.S. Agency for International Development,2000,26199095
Afghanistan,United Nations Office for Project Services,2006,22719592
Sub-Saharan Africa Region,U.S. Government - U.S. Agency for International Development,1999,26733959
Netherlands Antilles (former),U.S. Government - Department of Defense,2007,22105766
Netherlands Antilles (former),U.S. Government - Department of Defense,2007,22105766
World,"University of North Carolina, Chapel Hill",2002,25180000
Burkina Faso,Catholic Relief Services,2013,20053599
Burkina Faso,Catholic Relief Services,2014,19672214
World,"Development Alternatives, Inc.",2009,21407318
Sub-Saharan Africa Region,African Field Epidemiology Network,2018,18513120
Iraq,Agriculture Cooperative Development International/Volunteers in Overseas Cooperative Assistance,2011,20805852
Bolivia,U.S. Government - Other,1963,118665811
Brazil,U.S. Government - Other,1968,105714286
Germany,U.S. Government - Other,1955,138576779
El Salvador,U.S. Government - Department of Defense,1984,38711027
Iraq,Global Communities,2009,21389756
Italy,U.S. Government - Other,1960,122841965
Israel,U.S. Government - Other,1962,120051914
Haiti,Global Communities,2009,21389756
Korea Republic,U.S. Government - Other,1975,70691632
Morocco,U.S. Government - Other,1968,105714286
Turkey,United Nations Office of the United Nations High Commissioner for Refugees,2014,19655759
United Kingdom,U.S. Government - Other,1946,195353749
Thailand,U.S. Government - Other,1960,122841965
Philippines,U.S. Government - Department of Defense,1978,57758352
Pakistan,Government of Pakistan,2012,20405912
Norway,U.S. Government - Other,1967,109402720
Yemen,NGO - International Redacted,2018,18500000
World,United Nations Organisation,2016,19242771
Asia Region,U.S. Government - Other,1953,141329259
Syria,Church and Faith Based - United States Redacted,2014,19642187
Mexico,U.S. Government - Other,1978,57714643
World,U.S. Government - Department of Health and Human Services,2014,19637885
Afghanistan,Mashriq Engineering & Construction Company,2012,20386888
Jordan,U.S. Government - Other,1988,34678176
Afghanistan,"Chemonics International, Inc.",2013,20012522
Afghanistan,International Emergency,2002,25124286
Afghanistan,International Emergency,2002,25124286
Pakistan,World Food Program,2016,19217443
World,Enterprise - United States Other,2008,21607917
Afghanistan,"Berger Group Holdings, Inc.",2012,20373820
Eastern Africa Region,U.S. Government - Department of State,2016,19208511
Eastern Africa Region,U.S. Government - Department of State,2016,19208511
World,U.S. Government - U.S. Agency for International Development,2008,21585230
Kenya,Church World Service,2017,18851034
Tanzania,RTI International,2017,18844832
Mexico,U.S. Government - Other,1993,29534027
World,U.S. Government - Department of State,2017,18838703
Tunisia,U.S. Government - Other,1987,35707090
South Sudan,World Food Program,2012,20330576
South Sudan,World Food Program,2012,20330576
World,Enterprise - United States Other,2006,22597050
Nigeria,Consortium for Elections and Political Process Strengthening,2011,20708917
Jordan,Government of Jordan,2012,20323186
Jordan,Government of Jordan,2012,20323186
Mexico,U.S. Government - Department of Defense,2000,26052036
Taiwan,U.S. Government - Department of Defense,1971,90977778
Indonesia,U.S. Government - Millennium Challenge Corporation,2018,18414517
Angola,U.S. Government - Other,1996,27734599
Kenya,World Food Program,2015,19325740
Kenya,World Food Program,2015,19325740
Eswatini,U.S. Government - Department of Health and Human Services,2015,19323971
Afghanistan,United Nations Office for Project Services,2005,23294160
Afghanistan,United Nations Office for Project Services,2006,22571484
World,"Development Alternatives, Inc.",2013,19934446
Nepal,U.S. Government - Other,1985,37272175
Afghanistan,United Nations Office for Project Services,2007,21968605
Afghanistan,U.S. Government - Department of State,2012,20295747
Afghanistan,"BearingPoint, Inc.",2005,23285244
Brazil,U.S. Government - Other,1967,108811354
Bosnia and Herzegovina,U.S. Government - Department of Defense,2004,23995827
Bosnia and Herzegovina,U.S. Government - Department of Defense,2004,23995827
India,U.S. Government - Other,1961,120576671
Philippines,U.S. Government - Other,1960,122177955
Syria,U.S. Government - Other,1976,65737763
Spain,U.S. Government - Other,1970,95485210
World,Joint United Nations Programme on HIV/AIDS,2003,24569368
World,Joint United Nations Programme on HIV/AIDS,2002,25020397
Europe Region,International Committee of the Red Cross,2011,20678804
Morocco,U.S. Government - Other,1992,30149131
Mali,U.S. Government - Millennium Challenge Corporation,2011,20670219
Philippines,U.S. Government - Department of Defense,1976,65705609
Congo (Kinshasa),World Food Program,2019,18021973
Congo (Kinshasa),World Food Program,2019,18021973
Asia Region,U.S. Government - Other,1996,27692424
Iraq,International Medical Corps,2005,23259920
Uzbekistan,U.S. Government - Department of Defense,2014,19525860
Kenya,FHI 360,2013,19900197
Pakistan,"Development Alternatives, Inc.",2017,18765408
World,FHI 360,2017,18761573
Vietnam,U.S. Government - Department of Health and Human Services,2007,21920727
Georgia,U.S. Government - Millennium Challenge Corporation,2010,21051140
Congo (Kinshasa),NGO - United States Redacted,2014,19507012
Pakistan,Government of Pakistan,2010,21047805
Iraq,"Fluoramec, LLC",2006,22511593
South Africa,BroadReach Corporation,2015,19270348
Ukraine,European Bank for Reconstruction and Development,2013,19874364
Ukraine,European Bank for Reconstruction and Development,2014,19496388
Ukraine,European Bank for Reconstruction and Development,2013,19874364
Ukraine,European Bank for Reconstruction and Development,2012,20240459
South Africa,Foundation for Professional Development (South Africa),2013,19874160
Afghanistan,"Chemonics International, Inc.",2012,20235396
Hungary,U.S. Government - Other,1996,27632174
Senegal,U.S. Government - U.S. Agency for International Development,1999,26471303
Greece,U.S. Government - Department of Defense,1971,90553086
Morocco,U.S. Government - Other,1998,26804561
Jordan,Government of Jordan,2013,19857812
Iraq,U.S. Government - Department of the Army,2015,19236826
Iraq,U.S. Government - Department of the Army,2015,19236826
Lesotho,U.S. Government - Millennium Challenge Corporation,2011,20593123
Afghanistan,Creative Associates International,2009,21181376
World,International Fund for Agricultural Development,2017,18715632
Lebanon,"Development Alternatives, Inc.",2018,18314733
Afghanistan,"Defense Group, Inc.",2011,20580225
Iraq,"Berger Group Holdings, Inc.",2010,20992230
Zimbabwe,World Vision,2010,20988476
Mexico,U.S. Government - Department of Defense,2002,24889856
Mexico,U.S. Government - Department of Defense,2002,24889856
Egypt,U.S. Government - U.S. Agency for International Development,2009,21162004
Cameroon,Multilateral - United Nations Organization Redacted,2015,19211421
Cameroon,Multilateral - United Nations Organization Redacted,2015,19211421
Brazil,U.S. Government - Other,1965,113876789
"Berlin, West",U.S. Government - Other,1956,133674215
South Sudan,International Committee of the Red Cross,2015,19210582
Egypt,"Morganti Group, Inc.",2006,22436271
Georgia,U.S. Government - Millennium Challenge Corporation,2018,18296280
World,World Health Organisation,2005,23149864
Lebanon,United Nations Children's Fund,2017,18687060
Lebanon,United Nations Children's Fund,2017,18687060
Jordan,U.S. Government - Other,1988,34321636
World,Joint United Nations Programme on HIV/AIDS,2004,23852374
Tanzania,"Chemonics International, Inc.",2016,19014796
South and Central Asia Region,U.S. Government - Department of Energy,2019,17915841
World,International Committee of the Red Cross,2001,25250666
Guatemala,Counterpart International,2016,19009275
World,Futures Group Global,2019,17911399
World,U.S. Government - Department of Health and Human Services,2014,19412126
Iraq,"Symbion Power, LLC",2006,22401859
Mozambique,"Abt Associates, Inc.",2012,20145272
Guatemala,U.S. Government - Other,1995,28022096
South Africa,BroadReach Corporation,2012,20141432
Zimbabwe,Population Services International,2017,18654330
Kenya,U.S. Government - Department of Defense,2015,19167091
Angola,Population Services International,2018,18256413
Afghanistan,"Defense Group, Inc.",2010,20924369
World,U.S. Government - Department of State,2006,22378909
Iraq,International Organisation for Migration,2017,18645076
Kazakhstan,U.S. Government - Department of Energy,2013,19764252
Jordan,N.A. Water Systems,2012,20126614
World,Food and Agriculture Organisation,2012,20126084
Colombia,"ARD, Inc.",2017,18638450
Haiti,Management Sciences for Health,2007,21776990
Ethiopia,Catholic Relief Services,2004,23789645
Ethiopia,Catholic Relief Services,2004,23789645
South Africa,BroadReach Corporation,2014,19381325
Eswatini,U.S. Government - Department of Health and Human Services,2018,18241672
Nigeria,NGO - United States Redacted,2013,19748045
Tanzania,Deloitte Touche Tohmatsu Limited,2017,18628056
Israel,U.S. Government - Department of Defense,2004,23776250
Latin America and Caribbean Region,"Inter-American Development Bank Ordinary Capital, Inter-American Investment Corporation and Multilateral Investment Fund",2003,24342369
Latin America and Caribbean Region,"Inter-American Development Bank Ordinary Capital, Inter-American Investment Corporation and Multilateral Investment Fund",2003,24342369
South Africa,Right to Care (South Africa),2014,19366388
Afghanistan,World Council of Credit Unions,2010,20891895
El Salvador,Enterprise - Non United States Other,2004,23763653
Iraq,"Chemonics International, Inc.",2011,20474230
Afghanistan,U.S. Government - Department of State,2012,20087654
Tunisia,U.S. Government - Department of State,2018,18211111
Pakistan,"Advanced Engineering Associates International, Inc.",2014,19348769
Afghanistan,International Relief and Development,2008,21295016
West Bank/Gaza,"Development Alternatives, Inc.",2016,18936674
Pakistan,U.S. Government - Department of Defense,2014,19342329
Pakistan,U.S. Government - Department of Defense,2014,19342329
Congo (Kinshasa),Pathfinder International,2017,18596824
Guatemala,U.S. Government - Other,1956,132943755
Afghanistan,World Food Program,2002,24748436
India,U.S. Government - Other,1966,110907983
Nigeria,U.S. Government - Other,1971,89876543
Philippines,U.S. Government - Other,1959,122558923
World,United Nations High Commissioner for Human Rights,2017,18594197
World,United Nations High Commissioner for Human Rights,2017,18594197
Sub-Saharan Africa Region,International Committee of the Red Cross,2001,25145068
Guinea,U.S. Government - Other,1998,26602836
Central African Republic,World Food Program,2019,17836401
Ghana,FHI 360,2018,18197492
World,U.S. Government - Department of State,2008,21282345
World,U.S. Government - Department of State,2008,21282345
Afghanistan,U.S. Government - Department of State,2018,18195494
Georgia,U.S. Government - Millennium Challenge Corporation,2019,17831197
United Kingdom,U.S. Government - Other,1961,119200524
Ethiopia,World Vision,2016,18919284
Ethiopia,World Vision,2016,18919284
Ethiopia,U.S. Government - Department of State,2012,20057476
Ethiopia,United Nations Children's Fund,2016,18913948
Iraq,"Gulf Region Division, Coe",2005,23009135
Kenya,U.S. Government - Department of Health and Human Services,2009,21021270
World,"Pfizer, Inc.",2007,21702280
Mozambique,NGO - United States Redacted,2014,19310455
Europe and Eurasia Region,U.S. Government - Department of Defense,2007,21688089
South Sudan,Winrock International,2013,19675360
South Sudan,Catholic Relief Services,2013,19669540
Afghanistan,"Development Alternatives, Inc.",2016,18889858
Ghana,Agriculture Cooperative Development International/Volunteers in Overseas Cooperative Assistance,2017,18546748
Europe and Eurasia Region,U.S. Government - Department of Defense,2007,21669834
Philippines,U.S. Government - Department of Defense,2016,18879759
Russia,U.S. Government - Department of State,2005,22968869
Congo (Kinshasa),United Nations Office of the United Nations High Commissioner for Refugees,2016,18878719
Congo (Kinshasa),United Nations Office of the United Nations High Commissioner for Refugees,2016,18878719
Spain,U.S. Government - Other,1959,122222222
Azerbaijan,U.S. Government - Department of Defense,2014,19273541
Afghanistan,"Development Alternatives, Inc.",2009,20967257
Syria,Multilateral - United Nations Organization Redacted,2020,17413723
Syria,NGO - Non United States Redacted,2015,19030975
Namibia,U.S. Government - Department of Health and Human Services,2009,20959621
Afghanistan,"Triple Canopy, Inc.",2012,19994972
World,World Food Program,2018,18126381
World,U.S. Government - Peace Corps,2015,19026399
Israel,U.S. Government - Department of Defense,2001,25038424
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2012,19986764
Sub-Saharan Africa Region,U.S. Government - Department of Defense,2016,18841273
Congo (Kinshasa),U.S. Government - Department of Health and Human Services,2015,19010896
World,U.S. Government - U.S. Agency for International Development,2009,20937796
Iraq,NGO - United States Other,2014,19238419
Middle East and North Africa Region,U.S. Government - Other,1985,36658566
Afghanistan,U.S. Government - Other,1961,118610747
Iraq,Multilateral - United Nations Organization Redacted,2019,17739880
Indonesia,U.S. Government - Millennium Challenge Corporation,2016,18826711
Korea Republic,U.S. Government - Other,1950,154305200
Liberia,U.S. Government - Millennium Challenge Corporation,2016,18826711
Liberia,U.S. Government - Millennium Challenge Corporation,2016,18826711
Syria,U.S. Government - Other,1979,52297024
Rwanda,United Nations Office of the United Nations High Commissioner for Refugees,2018,18100000
Latin America and Caribbean Region,International Committee of the Red Cross,2011,20341650
Pakistan,U.S. Government - Department of the Army,2014,19225457
Pakistan,U.S. Government - Department of the Army,2014,19225457
Eswatini,U.S. Government - Department of Health and Human Services,2018,18092208
Spain,U.S. Government - Other,1966,110237660
Afghanistan,U.S. Government - Department of State,2012,19953288
Senegal,U.S. Government - Other,1998,26436194
Vietnam,U.S. Government - Department of Health and Human Services,2017,18472679
Jordan,U.S. Government - Department of Defense,1998,26424499
Namibia,U.S. Government - Millennium Challenge Corporation,2013,19574700
Nigeria,Creative Associates International,2017,18459736
Pakistan,Central Power Generation Company (Pakistan) Ltd.,2010,20713057
Thailand,U.S. Government - Other,1984,37807073
Zimbabwe,Population Services International,2014,19195190
Kenya,World Food Program,2005,22859279
Kenya,World Food Program,2005,22859279
Haiti,"Chemonics International, Inc.",2013,19563522
Afghanistan,Enterprise - United States Other,2004,23553393
World,U.S. Government - Other,1986,35769459
World,"Macfadden & Associates, Inc.",2016,18784889
Iraq,International Resources Group Ltd.,2005,22850287
World,U.S. Government - Department of Defense,2018,18056000
Latin America and Caribbean Region,U.S. Government - U.S. Agency for International Development,1999,26055708
Afghanistan,U.S. Government - Department of Defense,2011,20286227
Afghanistan,U.S. Government - Department of Defense,2011,20286227
Guatemala,U.S. Government - Other,1986,35749653
World,Computer Sciences Corporation,2010,20692353
Oceania Region,U.S. Government - Other,1989,32550045
Afghanistan,"Development Alternatives, Inc.",2014,19172464
World,John Snow International,2013,19540499
Iraq,"Save the Children Federation, Inc.",2005,22829663
Afghanistan,"Development Alternatives, Inc.",2010,20680603
Czechia,U.S. Government - Other,1995,27676845
Iraq,Global Communities,2007,21529497
Nigeria,U.S. Government - Department of Health and Human Services,2008,21092859
Malawi,RTI International,2017,18421184
Russia,U.S. Government - Department of Energy,2009,20846341
Pakistan,World Food Program,2017,18411925
Afghanistan,Management Sciences for Health,2004,23500346
Senegal,U.S. Government - Other,1997,26668640
Zimbabwe,Population Services International,2019,17659838
India,United Nations Children's Fund,2003,24058288
India,United Nations Children's Fund,2003,24058288
Lesotho,U.S. Government - Millennium Challenge Corporation,2013,19512571
Honduras,U.S. Government - Department of Defense,2015,18910351
Honduras,U.S. Government - Department of Defense,2015,18910351
Sub-Saharan Africa Region,U.S. Government - Department of Defense,2017,18402125
World,U.S. Government - U.S. Agency for International Development,2016,18732116
World,U.S. Government - U.S. Agency for International Development,2016,18731713
World,John Snow International,2008,21059599
World,World Health Organisation,2019,17647651
Afghanistan,"Chemonics International, Inc.",2005,22779043
Afghanistan,"Development Alternatives, Inc.",2005,22779043
Afghanistan,"Development Alternatives, Inc.",2019,17641870
Afghanistan,"ARD, Inc.",2015,18895654
Afghanistan,"Checchi and Company Consulting, Inc.",2019,17641870
Afghanistan,Deloitte Touche Tohmatsu Limited,2008,21052632
Afghanistan,Deloitte Touche Tohmatsu Limited,2008,21052632
Bangladesh,World Vision,2019,17641870
Sri Lanka,U.S. Government - Other,1994,28208745
Congo (Kinshasa),U.S. Government - Other,1978,56197315
Costa Rica,U.S. Government - Other,1982,40714770
Greece,U.S. Government - Department of Defense,1971,88888889
West Bank/Gaza,U.S. Government - Department of State,2009,20811655
Honduras,U.S. Government - Other,1989,32461677
Iraq,International Organisation for Migration,2019,17641870
Indonesia,U.S. Government - Department of Defense,2015,18895654
Indonesia,U.S. Government - Department of Defense,2015,18895654
Indonesia,U.S. Government - Other,1983,39011704
Iraq,International Organisation for Migration,2014,19124522
Iraq,Enterprise - United States Other,2004,23474178
Iraq,International Organisation for Migration,2015,18895654
Iraq,International Organisation for Migration,2016,18722696
Iraq,International Organisation for Migration,2017,18389865
Iraq,Enterprise - United States Other,2004,23474178
Iraq,International Organisation for Migration,2016,18722696
Iraq,International Organisation for Migration,2014,19124522
Iraq,International Organisation for Migration,2013,19495289
