country_name,channel_name,fiscal_year,constant_amount
World,Clean Technology Fund,2015,237494226
Japan,U.S. Government - Other,1951,1821197411
Israel,U.S. Government - Other,1976,803858521
Korea Republic,U.S. Government - Department of Defense,1979,650101127
Vietnam (former South),U.S. Government - Other,1965,1400124456
Pakistan,U.S. Government - Other,1984,470809793
World,U.S. Government - Other,1963,1440667094
Pakistan,U.S. Government - Department of Defense,2003,299773000
Pakistan,U.S. Government - Department of Defense,2003,299773000
Greece,U.S. Government - Department of Defense,1996,337400211
Sub-Saharan Africa Region,African Development Fund,2012,247023494
India,U.S. Government - Other,1967,1320520402
Vietnam (former South),U.S. Government - Other,1965,1389296826
Asia Region,Asian Development Fund,1999,322154712
Vietnam (former South),U.S. Government - Other,1972,1051862329
West Bank/Gaza,United Nations Relief and Works Agency,2013,241524965
World,U.S. Government - Other,1960,1473930943
India,U.S. Government - Other,1957,1559154930
World,U.S. Government - Other,1982,500407148
Middle East and North Africa Region,United Nations Relief and Works Agency,2014,235001062
World,U.S. Government - Department of Agriculture,2002,300680923
Korea Republic,U.S. Government - Other,1958,1509575923
World,Clean Technology Fund,2013,238582174
World,Clean Technology Fund,2013,238582174
Brazil,U.S. Government - Other,1965,1370255134
Nicaragua,U.S. Government - Other,1990,382981907
World,U.S. Government - Department of State,2019,215560379
World,U.S. Government - Department of State,2019,215560379
Jordan,Government of Jordan,2003,293096542
Jordan,Government of Jordan,2003,293096542
Ukraine,U.S. Government - U.S. Agency for International Development,1999,316751335
Sub-Saharan Africa Region,African Development Fund,2004,286164291
Sub-Saharan Africa Region,African Development Fund,2004,286164291
World,U.S. Government - Other,1980,582418283
France,U.S. Government - Other,1952,1702177294
Afghanistan,U.S. Government - Department of Defense,2005,276985573
Afghanistan,U.S. Government - Department of Defense,2005,276985573
Serbia and Montenegro (former),U.S. Government - Other,1952,1700155521
India,U.S. Government - Other,1968,1244571429
World,U.S. Government - Department of State,2007,259876089
Egypt,U.S. Government - Other,1986,430689245
Iraq,U.S. Government - Department of Interior,2009,250896057
Korea Republic,U.S. Government - Other,1959,1461279461
Germany,U.S. Government - Other,1948,1886086957
Vietnam (former South),U.S. Government - Other,1965,1347230865
Somalia,U.S. Government - Department of State,2013,233636954
Mexico,U.S. Government - Department of State,2009,249004509
Nicaragua,U.S. Government - Other,1991,361607593
Yemen,World Food Program,2019,210860735
Yemen,World Food Program,2019,210860735
Russia,U.S. Government - Department of Energy,2012,237202740
Pakistan,U.S. Government - Other,1989,387736700
Turkey,U.S. Government - Other,1985,435398947
Korea Republic,U.S. Government - Other,1958,1469904241
Nicaragua,U.S. Government - Other,1990,373587335
Mexico,U.S. Government - Department of State,2015,225192843
Iraq,"Development Alternatives, Inc.",2005,271397551
Egypt,U.S. Government - Other,1985,432867558
South Sudan,World Food Program,2019,209408916
Russia,U.S. Government - Department of Energy,2007,253193267
World,U.S. Government - Other,1988,397706887
Asia Region,Asian Development Fund,2011,237550942
Asia Region,Asian Development Fund,2011,237550942
World,U.S. Government - U.S. Agency for International Development,2000,298433541
Korea Republic,U.S. Government - Other,1959,1420202020
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2004,275019562
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2004,275019562
World,U.S. Government - Other,1956,1539905040
Afghanistan,U.S. Government - Department of State,2017,215299965
Russia,U.S. Government - Department of Energy,2015,220878051
Russia,U.S. Government - Department of Energy,2015,220878051
Belgium,U.S. Government - Other,1949,1767031119
Korea Republic,U.S. Government - Other,1972,990099010
Iraq,U.S. Government - Department of State,2005,265755505
Iraq,U.S. Government - Department of State,2005,265755505
Kenya,U.S. Government - Department of Health and Human Services,2017,214157372
Colombia,U.S. Government - Department of State,2010,239413125
World,U.S. Government - Department of Health and Human Services,2018,208389384
Jordan,U.S. Government - Department of Defense,2007,248179539
Jordan,U.S. Government - Department of Defense,2007,248179539
Jordan,U.S. Government - Department of Defense,2006,254935622
Jordan,U.S. Government - Department of Defense,2006,254935622
Pakistan,U.S. Government - Other,1962,1349123945
Russia,Government - Country Other,1999,299898587
World,U.S. Government - Department of Agriculture,2001,286905509
World,U.S. Government - Department of State,2005,262192391
Iraq,U.S. Government - Department of State,2009,238774425
World,U.S. Government - Peace Corps,2005,261285654
South Sudan,Multilateral - United Nations Organization Redacted,2017,210901103
Russia,U.S. Government - Department of Energy,2003,274722927
World,Clean Technology Fund,2014,218387962
World,Clean Technology Fund,2014,218387962
Iraq,Anham Joint Venture,2005,260104586
Colombia,U.S. Government - Department of State,2010,235575575
World,U.S. Government - Department of Defense,2017,209445752
World,U.S. Government - Department of Defense,2017,209445752
South Sudan,World Food Program,2014,217608372
South Sudan,World Food Program,2014,217608372
Jordan,U.S. Government - Department of Defense,2004,267064424
Jordan,U.S. Government - Department of Defense,2004,267064424
Russia,U.S. Government - Department of Energy,2007,244359556
South Africa,U.S. Government - Department of Health and Human Services,2009,236596558
World,U.S. Government - Other,1985,414064399
World,U.S. Government - Other,1976tq,708636837
Afghanistan,U.S. Government - Department of Defense,2008,238740351
Afghanistan,U.S. Government - Department of Defense,2008,238740351
Nicaragua,U.S. Government - Other,1991,342848984
Pakistan,Government of Pakistan,2010,233864496
Pakistan,Government of Pakistan,2010,233864496
Latin America and Caribbean Region,Inter-American Development Fund for Special Operations,2010,233864496
Latin America and Caribbean Region,Inter-American Development Fund for Special Operations,2010,233864496
Taiwan,U.S. Government - Other,1970,1056564608
India,U.S. Government - Other,1967,1202247191
France,U.S. Government - Other,1955,1520374532
Asia Region,U.S. Government - Other,1954,1531698113
Turkey,U.S. Government - Department of Defense,1980,539197449
Germany,U.S. Government - Other,1952,1576205288
World,"Chemonics International, Inc.",2017,206860441
Sudan (former),U.S. Government - Department of State,2007,241496956
World,U.S. Government - Other,1979,584513146
Korea Republic,U.S. Government - Other,1961,1325425950
Russia,U.S. Government - Department of Energy,2007,241255820
Egypt,U.S. Government - Other,1976,720614505
Colombia,U.S. Government - Department of State,2015,211686680
World,U.S. Government - Other,1957,1420014085
Nigeria,U.S. Government - Department of Health and Human Services,2012,222252324
Peru,U.S. Government - Department of State,2006,246971684
Russia,U.S. Government - Department of Energy,2003,268860996
Philippines,U.S. Government - Other,1992,329485415
World,U.S. Government - U.S. Agency for International Development,2000,283905543
Korea Republic,U.S. Government - Other,1960,1332669323
Kenya,U.S. Government - Department of Health and Human Services,2018,200510426
United Kingdom,U.S. Government - Other,1954,1510188679
Egypt,Government of Egypt,2005,253176411
Egypt,Government of Egypt,2005,253171982
Germany,U.S. Government - Other,1949,1682085786
West Bank/Gaza,Government of West Bank/Gaza,2009,231240606
West Bank/Gaza,Government of West Bank/Gaza,2009,231240606
West Bank/Gaza,Government of West Bank/Gaza,2013,216614318
West Bank/Gaza,Government of West Bank/Gaza,2013,216614318
Israel,U.S. Government - Department of Defense,1975,764233856
Egypt,U.S. Government - Department of Defense,1982,452386338
Egypt,Government of Egypt,2001,276319425
Turkey,U.S. Government - Other,1982,452386338
Turkey,U.S. Government - Other,1981,483909993
Turkey,U.S. Government - Other,1983,433463372
Turkey,U.S. Government - Other,1993,320256205
Turkey,U.S. Government - Other,1993,320256205
Pakistan,Government of Pakistan,2006,245248314
Pakistan,Government of Pakistan,2005,253100481
Pakistan,Government of Pakistan,2006,245248314
Pakistan,Government of Pakistan,2005,253100481
Pakistan,U.S. Government - U.S. Agency for International Development,2004,260824204
Pakistan,U.S. Government - Other,1983,433463372
Pakistan,U.S. Government - Other,1985,405022276
Pakistan,U.S. Government - U.S. Agency for International Development,2004,260824204
World,"Chemonics International, Inc.",2016,208029956
World,Global Alliance for Vaccines and Immunization,2016,208029956
World,Global Alliance for Vaccines and Immunization,2015,209951711
Jordan,U.S. Government - U.S. Agency for International Development,1999,288641146
Turkey,Government of Turkey,2002,271836182
Turkey,Government of Turkey,2003,266935943
El Salvador,U.S. Government - Other,1990,347442589
Taiwan,U.S. Government - Other,1953,1523300229
Bangladesh,U.S. Government - Other,1972,938708157
Afghanistan,U.S. Government - Department of Defense,2014,211432214
Afghanistan,U.S. Government - Department of Defense,2014,211432214
Brazil,U.S. Government - Other,1967,1176818451
Korea Republic,U.S. Government - Other,1954,1498867925
Afghanistan,"Berger Group Holdings, Inc.",2004,258883350
Greece,U.S. Government - Other,1948,1725217391
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2005,251075677
South Africa,U.S. Government - Department of Health and Human Services,2018,198001890
Turkey,U.S. Government - Other,1980,526175923
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2006,242795831
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2006,242795831
Syria,Multilateral - United Nations Organization Redacted,2018,197830256
Colombia,U.S. Government - Department of State,2010,226535358
World,U.S. Government - Other,1961,1294233290
Afghanistan,U.S. Government - Department of Defense,2014,209209520
Afghanistan,U.S. Government - Department of Defense,2014,209209520
Egypt,U.S. Government - Other,1977,655781406
World,U.S. Government - Department of Agriculture,2003,262502316
Egypt,Government of Egypt,2001,271553979
Afghanistan,Afghanistan Reconstruction Trust Fund,2009,227193895
Russia,U.S. Government - Department of Defense,2004,255797299
India,U.S. Government - Other,1971,967901235
Russia,U.S. Government - Department of Defense,2004,255331830
Korea Republic,U.S. Government - Other,1972,922677982
Ukraine,U.S. Government - Department of Defense,2018,195419002
Ukraine,U.S. Government - Department of Defense,2018,195419002
Asia Region,U.S. Government - Other,1953,1492742552
Serbia and Montenegro (former),U.S. Government - Other,1946,2062302006
World,U.S. Government - U.S. Agency for International Development,1999,281842979
World,U.S. Government - Department of Agriculture,2001,269692386
El Salvador,U.S. Government - Other,1988,365933571
India,U.S. Government - Other,1970,1011935651
Egypt,U.S. Government - Department of Defense,2017,199223539
Egypt,U.S. Government - Department of Defense,2017,199223539
Philippines,U.S. Government - Millennium Challenge Corporation,2011,218786959
Somalia,U.S. Government - Department of State,2012,214642621
Korea Republic,U.S. Government - Other,1960,1290172643
Egypt,U.S. Government - Other,1975,742453191
India,U.S. Government - Other,1969,1060109290
Jordan,Government of Jordan,2011,218026523
Jordan,Government of Jordan,2011,218026523
Greece,U.S. Government - Other,1949,1629941127
Russia,U.S. Government - U.S. Agency for International Development,2000,273738688
Egypt,U.S. Government - Other,1990,335508003
Afghanistan,U.S. Government - Department of Defense,2011,216677845
Germany,U.S. Government - Other,1946,2034846885
Korea Republic,U.S. Government - Other,1961,1262778506
Pakistan,U.S. Government - Other,1986,381142801
Vietnam (former South),U.S. Government - Other,1956,1403944485
Egypt,U.S. Government - Other,1987,371270825
South Sudan,World Food Program,2017,195639887
South Sudan,World Food Program,2017,195639887
Vietnam (former South),U.S. Government - Other,1975,730989683
World,U.S. Government - Department of State,2015,200728008
World,U.S. Government - Department of State,2015,200728000
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,198772623
Afghanistan,U.S. Government - Department of Defense,2003,255040726
Afghanistan,U.S. Government - Department of Defense,2003,255040726
El Salvador,U.S. Government - Other,1989,344250676
Laos,U.S. Government - Other,1971,941664198
Colombia,U.S. Government - Department of Defense,2001,262788063
Colombia,U.S. Government - Department of Defense,2001,262788063
Egypt,Government of Egypt,2013,205783602
Egypt,Government of Egypt,2013,205783602
Pakistan,Government of Pakistan,2011,213531131
Pakistan,Government of Pakistan,2011,213531131
India,U.S. Government - Other,1951,1534789644
Nigeria,U.S. Government - Department of Health and Human Services,2014,200688727
World,Partnership for Supply Chain Management,2009,218284173
Nigeria,U.S. Government - Department of Health and Human Services,2016,196373584
Iraq,U.S. Government - Department of State,2009,218184291
Somalia,U.S. Government - Department of State,2009,217615909
Vietnam (former South),U.S. Government - Other,1975,719144058
Taiwan,U.S. Government - Other,1952,1461975117
World,"Chemonics International, Inc.",2020,180501645
World,U.S. Government - Department of Health and Human Services,2014,199654696
World,U.S. Government - Other,1989,338678088
World,U.S. Government - Other,1984,392799749
Mexico,U.S. Government - Department of State,2017,191726255
Iraq,"KBR, Inc.",2005,237407341
Afghanistan,Afghanistan Reconstruction Trust Fund,2009,216788068
Jordan,Government of Jordan,2005,237281701
Jordan,Government of Jordan,2005,237281701
Pakistan,U.S. Government - U.S. Agency for International Development,2003,250168695
Pakistan,U.S. Government - U.S. Agency for International Development,2003,250168695
Poland,U.S. Government - Other,1946,1976768743
Nigeria,U.S. Government - Department of Health and Human Services,2008,218716389
World,International Bank for Reconstruction and Development,2016,194463283
World,International Bank for Reconstruction and Development,2015,196259710
World,International Bank for Reconstruction and Development,2016,194463283
World,International Bank for Reconstruction and Development,2015,196259710
Afghanistan,U.S. Government - Department of State,2014,198320555
Turkey,U.S. Government - Other,1952,1450466563
Uganda,U.S. Government - Department of Health and Human Services,2018,186167249
Iraq,Enterprise - Non United States Other,2008,217621053
Iraq,U.S. Government - Department of Interior,2008,217621053
Korea Republic,U.S. Government - Other,1961,1216906946
World,U.S. Government - Peace Corps,2006,227544603
Philippines,U.S. Government - Department of Defense,1991,311679825
Afghanistan,U.S. Government - Department of State,2018,185379829
South Africa,U.S. Government - Department of Health and Human Services,2008,216633382
Greece,U.S. Government - Other,1946,1955649419
Korea Republic,U.S. Government - Department of Defense,1983,400953619
Middle East and North Africa Region,United Nations Relief and Works Agency,2015,194205333
World,U.S. Government - Department of Defense,2018,185000000
World,U.S. Government - Department of Defense,2018,185000000
Costa Rica,U.S. Government - Other,1985,374266910
Honduras,U.S. Government - Other,1985,374169704
World,Clean Technology Fund,2012,203651004
World,Clean Technology Fund,2011,207496067
World,Clean Technology Fund,2011,207496067
Japan,U.S. Government - Other,1956,1348283419
Pakistan,U.S. Government - Department of Defense,1990,320753305
Pakistan,U.S. Government - Other,1987,356838435
Turkey,U.S. Government - Other,1959,1239797980
Taiwan,U.S. Government - Other,1956,1344192841
Italy,U.S. Government - Other,1961,1204914810
World,U.S. Government - Peace Corps,2008,214939651
Turkey,U.S. Government - Other,1956,1341709277
Afghanistan,Afghanistan Reconstruction Trust Fund,2014,195054717
Russia,U.S. Government - Department of Energy,2013,198509693
World,U.S. Government - Department of Agriculture,2006,224735797
Afghanistan,U.S. Government - Department of State,2008,214158946
World,U.S. Government - Department of State,2005,231586940
World,U.S. Government - Department of State,2005,231586940
Asia Region,Asian Development Fund,2012,201850553
Russia,U.S. Government - Department of Energy,2005,231460390
Bosnia and Herzegovina,U.S. Government - U.S. Agency for International Development,1999,263540193
Cambodia,U.S. Government - Other,1974,769814503
Germany,U.S. Government - Other,1953,1394759358
Colombia,U.S. Government - Department of Defense,2004,237638237
Colombia,U.S. Government - Department of Defense,2004,237638237
World,U.S. Government - Other,1960,1208499336
El Salvador,U.S. Government - Other,1986,360358487
Mozambique,U.S. Government - Department of Health and Human Services,2018,181841298
Iraq,U.S. Government - Department of Interior,2009,210058966
Afghanistan,"Berger Group Holdings, Inc.",2003,242500394
Vietnam (former South),U.S. Government - Other,1959,1221548822
South Africa,U.S. Government - Department of Health and Human Services,2011,203839271
Afghanistan,U.S. Government - Department of Defense,2013,196427274
India,U.S. Government - Other,1960,1203851262
Korea Republic,U.S. Government - Other,1970,940840685
World,U.S. Government - Department of Health and Human Services,2017,185023498
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2016,188344059
Israel,U.S. Government - Department of the Air Force,2015,190004273
Israel,U.S. Government - Department of the Air Force,2015,190004273
World,U.S. Government - Department of Health and Human Services,2011,203403727
Brazil,U.S. Government - Other,1968,1033714286
Bangladesh,U.S. Government - Other,1976,645587710
Uganda,U.S. Government - Department of Health and Human Services,2017,184539954
Iraq,International Relief and Development,2008,211254536
Russia,U.S. Government - Department of Energy,2013,195567417
Mozambique,U.S. Government - Department of Health and Human Services,2017,184259408
Kenya,U.S. Government - Department of Health and Human Services,2013,195278813
Afghanistan,Asian Development Bank - Other,2013,195277808
India,U.S. Government - Other,1961,1180209699
World,U.S. Government - U.S. Agency for International Development,2000,254563066
South Africa,U.S. Government - Department of Health and Human Services,2010,206090943
Egypt,U.S. Government - Other,1978,561036528
Pakistan,U.S. Government - Other,1965,1118232732
El Salvador,U.S. Government - Other,1991,301834369
World,U.S. Government - Peace Corps,2005,227188505
Afghanistan,U.S. Government - Department of State,2018,179510621
Vietnam (former South),U.S. Government - Other,1958,1227086183
Greece,U.S. Government - Other,1952,1394245723
Iraq,Enterprise - United States Other,2004,233437663
Vietnam (former South),U.S. Government - Other,1973,808491418
Philippines,U.S. Government - Other,1949,1502102607
South Africa,U.S. Government - Department of Health and Human Services,2017,182395416
Turkey,U.S. Government - Department of Defense,1988,334021392
Turkey,U.S. Government - Department of Defense,1987,344713289
Syria,Multilateral - United Nations Organization Redacted,2014,188959414
World,U.S. Government - Peace Corps,2007,212169872
South Africa,U.S. Government - Department of Health and Human Services,2012,195489490
Greece,U.S. Government - Other,1950,1509803922
Mexico,U.S. Government - Department of State,2018,177055159
Europe and Eurasia Region,U.S. Government - Department of Defense,2009,204650788
Jordan,Government of Jordan,2014,188057799
Jordan,Government of Jordan,2014,188057799
Vietnam (former South),U.S. Government - Other,1959,1191919192
Poland,U.S. Government - Other,1947,1683158896
Pakistan,U.S. Government - Other,1963,1134060295
Vietnam (former South),U.S. Government - Other,1963,1133996151
Eastern Europe Region,U.S. Government - Other,1997,261487346
Greece,U.S. Government - Department of Defense,1981,427050569
Sub-Saharan Africa Region,African Development Fund,2014,187352316
Sub-Saharan Africa Region,African Development Fund,2014,187352316
Sub-Saharan Africa Region,U.S. Government - Department of State,2018,176168000
World,U.S. Government - Peace Corps,2006,216020671
Kenya,U.S. Government - Department of Health and Human Services,2012,193875738
Sub-Saharan Africa Region,African Development Fund,2016,182721032
Sub-Saharan Africa Region,African Development Fund,2015,184408986
Sub-Saharan Africa Region,African Development Fund,2016,182721032
Sub-Saharan Africa Region,African Development Fund,2015,184408986
Afghanistan,U.S. Government - Department of State,2011,197096973
Sub-Saharan Africa Region,U.S. Government - Other,1998,256257857
Lebanon,United Nations Relief and Works Agency,2012,193315685
Turkey,U.S. Government - Department of Defense,1978,546362785
Turkey,U.S. Government - Other,1985,354394492
Turkey,U.S. Government - Department of Defense,1997,258990676
Turkey,U.S. Government - Department of Defense,1979,505634210
World,Global Alliance for Vaccines and Immunization,2015,183707747
World,Global Alliance for Vaccines and Immunization,2014,185932852
World,U.S. Government - Other,1990,304406750
Colombia,U.S. Government - Department of Defense,2003,233479770
Colombia,U.S. Government - Department of Defense,2003,233479770
Pakistan,Government of Pakistan,2015,183523132
Indonesia,U.S. Government - Other,1969,955191257
Russia,U.S. Government - Department of Agriculture,1999,252146164
Russia,U.S. Government - Other,1996,263072752
Nigeria,U.S. Government - Department of Health and Human Services,2009,201304172
Mozambique,U.S. Government - Department of Health and Human Services,2016,180863958
Europe and Eurasia Region,U.S. Government - Department of Defense,2008,203311471
World,U.S. Government - Other,1979,502132332
Sudan (former),World Food Program,2009,200666204
Sudan (former),World Food Program,2009,200666204
Mozambique,U.S. Government - Millennium Challenge Corporation,2008,202680409
Colombia,U.S. Government - Department of State,1999,249906191
Syria,Multilateral - United Nations Organization Redacted,2014,183826087
Cambodia,U.S. Government - Department of Defense,1971,854256790
Afghanistan,Afghanistan Reconstruction Trust Fund,2010,197959418
Iraq,U.S. Government - Department of Interior,2008,201764912
World,U.S. Government - Other,1958,1178372093
El Salvador,U.S. Government - Other,1993,275822258
Russia,U.S. Government - Department of Energy,2011,193302057
France,U.S. Government - Other,1949,1446593776
Europe and Eurasia Region,U.S. Government - Department of Defense,2008,200900181
Uganda,U.S. Government - Department of Health and Human Services,2013,185812695
Vietnam (former South),U.S. Government - Other,1958,1172366621
Sub-Saharan Africa Region,African Development Fund,2018,171300000
Sub-Saharan Africa Region,African Development Fund,2019,167891797
Sub-Saharan Africa Region,African Development Fund,2019,167891797
Sub-Saharan Africa Region,African Development Fund,2018,171300000
Central America Region,U.S. Government - Department of State,2014,181989471
Kenya,U.S. Government - Department of Health and Human Services,2013,185474573
Cambodia,U.S. Government - Department of Defense,1972,807355021
Russia,U.S. Government - Department of Energy,2005,216690711
Syria,Multilateral - United Nations Organization Redacted,2015,179403737
Ukraine,U.S. Government - U.S. Agency for International Development,2000,241587952
Vietnam (former South),U.S. Government - Other,1956,1246895544
World,U.S. Government - Department of State,2004,222600967
World,Clean Technology Fund,2016,177532765
World,Clean Technology Fund,2016,177532765
Taiwan,U.S. Government - Other,1960,1132868526
Egypt,Government of Egypt,2009,196817004
Egypt,Government of Egypt,2009,196785756
Afghanistan,U.S. Government - Department of State,2004,221700574
Turkey,U.S. Government - Other,1963,1090250160
Morocco,U.S. Government - Millennium Challenge Corporation,2008,198662974
France,U.S. Government - Other,1953,1296485867
Russia,U.S. Government - Department of Energy,2006,208093194
Kenya,U.S. Government - Department of Health and Human Services,2017,173325662
Colombia,U.S. Government - Department of State,2005,214632230
Costa Rica,U.S. Government - Other,1985,343440664
World,International Committee of the Red Cross,2018,169200000
Vietnam (former South),U.S. Government - Other,1964,1070677644
Iraq,Enterprise - United States Other,2005,213924431
World,U.S. Government - Department of State,2016,175627859
World,U.S. Government - Department of State,2016,175627859
Uganda,U.S. Government - Department of Health and Human Services,2017,172459375
Austria,U.S. Government - Other,1950,1439045183
Europe and Eurasia Region,U.S. Government - Department of Defense,2009,195149207
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2018,168700000
Russia,U.S. Government - Department of Defense,1999,243359022
Afghanistan,Afghanistan Reconstruction Trust Fund,2013,182590166
World,Global Environment Facility,2016,175018723
World,Global Environment Facility,2016,175018723
World,U.S. Government - Other,1995,257725948
Tanzania,U.S. Government - Department of Health and Human Services,2016,174598112
Colombia,U.S. Government - Department of State,2017,171276185
World,Global Environment Facility,1999,241737624
World,U.S. Government - Department of State,2017,170942615
World,U.S. Government - Department of State,2018,167318632
World,U.S. Government - Department of State,2017,170942615
World,U.S. Government - Department of State,2018,167318632
Turkey,U.S. Government - Other,1962,1084360805
Tanzania,U.S. Government - Millennium Challenge Corporation,2013,180908971
Pakistan,U.S. Government - Other,1985,338193601
World,International Development Association - Multilateral Debt Relief Initiative,2012,184204721
World,International Development Association - Multilateral Debt Relief Initiative,2012,184204721
Mexico,U.S. Government - Department of State,2017,170605076
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2006,204468432
World,U.S. Government - Other,1993,266994396
World,Partnership for Supply Chain Management,2009,192767417
Kenya,U.S. Government - Department of Health and Human Services,2016,173396784
Russia,U.S. Government - Department of Energy,2006,204414470
Italy,U.S. Government - Other,1959,1122491582
Honduras,U.S. Government - Other,1990,289773834
Kenya,U.S. Government - Department of Health and Human Services,2014,176840637
South Africa,U.S. Government - Department of Health and Human Services,2014,176672499
Korea Republic,U.S. Government - Department of Defense,1982,375480660
Afghanistan,Afghanistan Reconstruction Trust Fund,2017,169534123
Afghanistan,Afghanistan Reconstruction Trust Fund,2017,169534123
World,U.S. Government - Department of Agriculture,2002,225569334
Turkey,U.S. Government - Other,1995,254271904
Turkey,U.S. Government - Other,1995,254271904
Vietnam (former South),U.S. Government - Other,1964,1049398353
Brazil,U.S. Government - Other,1964,1047498417
India,U.S. Government - Other,1959,1111111111
Pakistan,U.S. Government - Department of State,2015,173202641
Vietnam (former South),U.S. Government - Other,1971,814320988
South Africa,U.S. Government - Department of Health and Human Services,2013,178385401
Pakistan,U.S. Government - Department of State,2010,188347133
Russia,U.S. Government - Other,1993,262984788
Serbia and Montenegro (former),U.S. Government - Other,1953,1254392666
Korea Republic,U.S. Government - Other,1967,970313424
World,United Nations Children's Fund,2018,163700775
Iraq,"Development Alternatives, Inc.",2005,207149890
Senegal,U.S. Government - Millennium Challenge Corporation,2010,187590164
South Sudan,Multilateral - United Nations Organization Redacted,2018,163553292
South Sudan,Multilateral - United Nations Organization Redacted,2018,163553292
Sub-Saharan Africa Region,African Development Fund,2013,177027410
Sub-Saharan Africa Region,African Development Fund,2013,177027410
Korea Republic,U.S. Government - Other,1959,1100202020
Central America Region,U.S. Government - Department of State,2017,166863484
World,U.S. Government - Other,1998,238593773
Colombia,U.S. Government - Department of State,2012,179944037
Iraq,U.S. Government - Department of Defense,2007,194671350
Iraq,U.S. Government - Department of Defense,2007,194671350
Korea Republic,U.S. Government - Department of Defense,1986,322222222
Colombia,U.S. Government - Department of State,2013,176197910
Mongolia,U.S. Government - Millennium Challenge Corporation,2008,189789474
Pakistan,U.S. Government - Other,1956,1184587290
Philippines,U.S. Government - Other,1985,328355610
World,U.S. Government - Department of State,2005,204500727
Korea Republic,U.S. Government - Department of Defense,1981,390757319
Russia,U.S. Government - Department of Energy,2013,174561898
Iran,U.S. Government - Other,1967,952099349
Vietnam (former South),U.S. Government - Other,1960,1067729084
Afghanistan,U.S. Government - Department of State,2016,167201315
Vietnam (former South),U.S. Government - Other,1962,1042699546
Central America Region,U.S. Government - Department of State,2018,160477491
World,U.S. Government - Department of Health and Human Services,2017,163927178
World,U.S. Government - Peace Corps,2008,187382474
Malawi,U.S. Government - Millennium Challenge Corporation,2013,173459549
Egypt,U.S. Government - Other,1991,268856039
World,Global Agriculture and Food Security Program,2012,176483565
World,Global Agriculture and Food Security Program,2012,176483565
World,U.S. Government - Other,1971,790123457
World,U.S. Government - Other,1970,830306175
World,U.S. Government - Other,1969,874316940
Iraq,Baghdad Company For Gas Turbines Ltd,2006,196161864
Vietnam (former South),U.S. Government - Other,1964,1012032932
Sudan (former),U.S. Government - Department of State,2008,186850292
Afghanistan,Black & Veatch Holding Company,2012,176087915
Russia,U.S. Government - Department of Defense,2001,220506905
Jordan,Government of Jordan,2010,182849937
Jordan,Government of Jordan,2010,182849937
Honduras,U.S. Government - Other,1987,308182875
Uganda,U.S. Government - Department of Health and Human Services,2016,165405554
Russia,U.S. Government - Department of Energy,2008,185847953
Russia,U.S. Government - Department of Defense,2001,219399837
Greece,U.S. Government - Other,1949,1334735071
Afghanistan,"Berger Group Holdings, Inc.",2005,200512720
Russia,U.S. Government - Department of Energy,2008,185263158
Nigeria,U.S. Government - Department of Health and Human Services,2014,167346855
Russia,U.S. Government - Department of Defense,2005,199144234
Russia,U.S. Government - Department of Defense,2005,199029004
Costa Rica,U.S. Government - Other,1983,340268747
Korea Republic,U.S. Government - Other,1952,1220839813
World,U.S. Government - U.S. Agency for International Development,1999,226469187
South Africa,U.S. Government - Department of Health and Human Services,2010,179814565
Kenya,U.S. Government - Department of Health and Human Services,2012,172886739
Ukraine,U.S. Government - Other,1998,228900746
Greece,U.S. Government - Other,1951,1266181230
Greece,U.S. Government - Department of Defense,1976,557341908
Afghanistan,International Relief and Development,2008,182456140
Turkey,U.S. Government - Department of Defense,1988,292737850
Turkey,U.S. Government - Other,1988,292737850
Vietnam (former South),U.S. Government - Other,1960,1035856574
World,U.S. Government - Other,1957,1098591549
World,U.S. Government - Other,1959,1050505051
Colombia,U.S. Government - Department of Defense,2005,197403189
Colombia,U.S. Government - Department of Defense,2005,197403189
India,U.S. Government - Other,1981,377357851
Spain,U.S. Government - Other,1956,1137399562
World,U.S. Government - Department of State,2012,171697887
Pakistan,Government of Pakistan,2015,163314041
World,U.S. Government - Other,1982,351884189
South Sudan,World Food Program,2019,152440082
Korea Republic,U.S. Government - Other,1966,947592931
World,U.S. Government - Other,1958,1062927497
Kosovo,U.S. Government - U.S. Agency for International Development,2000,219560238
Colombia,U.S. Government - Department of State,2018,155266476
Sub-Saharan Africa Region,African Development Fund,2010,177691161
Sub-Saharan Africa Region,African Development Fund,2010,177691161
World,U.S. Government - Other,1983,335916775
Kazakhstan,U.S. Government - Department of Agriculture,2010,177556459
World,Global Environment Facility,2013,167702921
World,Global Environment Facility,2013,167702921
Italy,U.S. Government - Other,1960,1027423639
Nigeria,World Food Program,2017,158050674
Turkey,U.S. Government - Other,1953,1180977846
Austria,U.S. Government - Other,1948,1342608696
